Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Multisubbank interleave cycle time (ns), Delay request network (ns), Delay inside mat (ns), Delay reply network (ns), Tag array access time (ns), Refresh period (microsec), DRAM array availability (%), Dynamic read energy (nJ), Dynamic write energy (nJ), Dynamic read power (mW), Standby leakage per bank(mW), Leakage per bank with leak power management (mW), Refresh power as percentage of standby leakage, Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Area efficiency, Resistance per unit micron (ohm-micron), Capacitance per unit micron (fF per micron), Unit-length wire delay (ps), FO4 delay (ps), delay route to bank (including crossb delay) (ps), Crossbar delay (ps), Dyn read energy per access from closed page (nJ), Dyn read energy per access from open page (nJ), Leak power of an subbank with page closed (mW), Leak power of a subbank with page  open (mW), Leak power of request and reply networks (mW), Number of subbanks, Page size in bits, Activate power, Read power, Write power, Precharge power, tRCD, CAS latency, Precharge delay, Perc dyn energy bitlines, perc dyn energy wordlines, perc dyn energy outside mat, Area opt (perc), Delay opt (perc), Repeater opt (perc), Aspect ratio
65, 4194304, 1, 32, 512, 6.50472, 0.989068, 2.73613, 2.73613, 0.426063, 2.63449, 1.19516, 0, 0, 4.3606, 4.16943, 4408.79, 2846.89, 2846.89, 0, 48.7785, 32, 8, 1, 1, 32, 1, 2, 8, 1, 1, 2, 1, 45.0848, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.2948, 3.91541, 24.8455, 29.1506, 259.749, 8, 18432, 0.122396, 0.621281, 0.626823, 0.315567, 0, 0, 0, 6.01734, 0.177931, 88.7234, 50, 10, 10, 0.23285
65, 4194304, 1, 64, 512, 11.215, 0.989068, 5.04799, 5.04799, 0.426063, 5.02873, 1.20287, 0, 0, 9.25942, 8.85322, 9361.76, 3228.61, 3228.61, 0, 61.2731, 64, 4, 1, 1, 64, 1, 2, 8, 0.5, 1, 1, 1, 35.8912, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.1788, 8.42001, 49.691, 58.3012, 517.983, 4, 36864, 0.269713, 0.719739, 0.669599, 0.631134, 0, 0, 0, 5.66757, 0.167588, 90.3397, 50, 10, 10, 0.0823696
65, 4194304, 1, 128, 512, 21.075, 0.882415, 9.92646, 9.86242, 0.327558, 9.92646, 1.33543, 0, 0, 21.1781, 20.5948, 24000.2, 4360.96, 4360.96, 0, 104.336, 128, 4, 1, 1, 128, 1, 4, 8, 0.5, 1, 1, 1, 21.0776, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 21.0175, 20.0113, 52.75, 69.9704, 1159.14, 4, 73728, 0.541862, 0.822881, 0.775835, 0.756814, 0, 0, 0, 2.56923, 0.146544, 94.2224, 50, 10, 10, 0.0343441
65, 4194304, 1, 256, 512, 41.1692, 0.946845, 19.7256, 19.5251, 0.327558, 19.7256, 1.96868, 0, 0, 43.8045, 40.893, 46263.7, 6744.31, 6744.31, 0, 182.519, 256, 2, 1, 1, 256, 2, 8, 8, 0.5, 1, 1, 1, 12.1376, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 43.3173, 39.2925, 211.717, 280.599, 1677.12, 1, 262144, 1.67095, 0.636314, 0.572212, 3.02726, 0, 0, 0, 4.96857, 0.283398, 89.3853, 50, 10, 10, 0.0140843
65, 4194304, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.92577e+276, 0, -2.50081e+272, -2.5311e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.35967e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.70748e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05149e-305, -inf, 1.69751e-304, -3.92577e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.50081e+275, -3.86593e+276, -3.84919e+276, -nan, 3.81253e-304, 1.90274e-304, -3.38034e+276, -3.93104e+267, -3.86593e+267, -1.58307e+267, 50, 10, 10, 1.17198e-41
65, 4194304, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -2.99874e+276, 0, -1.92142e+272, -1.95171e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.43264e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.78045e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05126e-305, -inf, 1.69727e-304, -2.99874e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.92142e+275, -2.9389e+276, -2.92216e+276, -nan, 3.8125e-304, 1.90272e-304, -2.45331e+276, -3.00401e+267, -2.9389e+267, -1.11956e+267, 50, 10, 10, 1.98367e-40
65, 4194304, 1, 65536, 512, 26.1362, 0.485367, 11.1931, 10.6216, 0.268276, 11.1931, 13.0681, 0, 0, 21.7571, 23.3283, 44826, 348.077, 348.077, 0, 74.2626, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 27.0198, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 7.86566, 7.84023, 1.54076, 2.0789, 3973.84, 256, 576, 0.0067582, 0.0870836, 7.78881, 0.0186653, 0, 0, 0, 0.0781521, 0.00110578, 35.9325, 50, 10, 10, 43.3327
65, 8388608, 1, 1, 512, 5.04997, 1.5328, 2.24803, 2.24803, 0.62161, 2.18033, 1.34028, 0, 0, 1.97779, 1.76391, 1290.32, 5234.64, 5234.64, 0, 83.5891, 8, 32, 8, 1, 1, 16, 2, 8, 64, 64, 2, 1, 51.8447, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.91228, 1.59475, 24.0805, 26.233, 259.949, 16, 9216, 0.0429482, 0.324165, 1.21964, 0.284147, 0, 0, 0, 13.0226, 0.196149, 77.2838, 50, 10, 10, 4.29365
65, 8388608, 1, 2, 512, 5.38635, 1.86235, 2.19241, 2.19241, 1.02846, 1.95398, 1.43677, 0, 0, 2.17736, 1.84049, 1169.15, 5215.25, 5215.25, 0, 76.3049, 8, 16, 4, 8, 2, 1, 2, 8, 32, 32, 2, 1, 57.2178, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.10113, 1.55288, 46.7912, 47.0602, 231.081, 8, 1152, 0.0240268, 0.420985, 1.12354, 0.53487, 0, 0, 0, 23.344, 0.178171, 66.1011, 50, 10, 10, 4.50264
65, 8388608, 1, 4, 512, 5.3875, 1.86235, 2.19226, 2.19226, 1.02846, 1.95738, 1.43468, 0, 0, 2.19047, 1.85507, 1176.19, 5217.33, 5217.33, 0, 76.3447, 8, 16, 2, 4, 4, 1, 2, 8, 16, 32, 1, 1, 57.1879, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.11404, 1.56191, 46.818, 47.3561, 231.807, 8, 2304, 0.0273037, 0.413721, 1.11581, 0.53548, 0, 0, 0, 23.2321, 0.177104, 66.049, 50, 10, 10, 4.49861
65, 8388608, 1, 8, 512, 5.39455, 1.86235, 2.19295, 2.19295, 1.02846, 1.96454, 1.43387, 0, 0, 2.22723, 1.89404, 1195.93, 5223.93, 5223.93, 0, 76.5442, 8, 16, 1, 2, 8, 1, 2, 8, 8, 16, 1, 1, 57.0389, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.14829, 1.58838, 46.9391, 48.0153, 233.984, 8, 4608, 0.0338579, 0.406931, 1.10863, 0.536699, 0, 0, 0, 22.9034, 0.174182, 66.0096, 50, 10, 10, 4.49075
65, 8388608, 1, 16, 512, 5.07883, 1.86235, 2.05024, 2.05024, 1.02238, 1.79083, 1.43457, 0, 0, 2.95179, 2.62576, 1584.98, 5239.92, 5239.92, 0, 75.9446, 16, 8, 1, 1, 16, 1, 2, 8, 4, 8, 1, 1, 57.4892, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.86785, 2.2948, 47.2037, 49.3562, 237.36, 8, 9216, 0.0650801, 0.663921, 0.81218, 0.536874, 0, 0, 0, 17.2874, 0.131426, 73.8791, 50, 10, 10, 1.30189
65, 8388608, 1, 32, 512, 7.29392, 0.989068, 2.95973, 2.95973, 0.426063, 2.85837, 1.53688, 0, 0, 4.64288, 4.42789, 4694.2, 5448.79, 5448.79, 0, 88.9342, 32, 16, 1, 1, 32, 1, 4, 8, 2, 1, 4, 1, 49.4561, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.51381, 4.13442, 24.8455, 29.1506, 326.581, 16, 18432, 0.122396, 0.621281, 0.764864, 0.315567, 0, 0, 0, 5.65149, 0.167113, 88.0461, 50, 10, 10, 0.379194
65, 8388608, 1, 64, 512, 11.7366, 0.989068, 5.16321, 5.16321, 0.426063, 5.09995, 1.53803, 0, 0, 9.55549, 9.11885, 9661.1, 5791.87, 5791.87, 0, 99.9725, 64, 8, 1, 1, 64, 1, 4, 8, 1, 1, 2, 1, 43.9954, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.3998, 8.64101, 49.691, 58.3012, 552.848, 8, 36864, 0.269713, 0.74217, 0.742135, 0.631134, 0, 0, 0, 5.49197, 0.162395, 89.8534, 50, 10, 10, 0.121911
65, 8388608, 1, 128, 512, 21.3024, 0.989068, 9.93733, 9.88573, 0.426063, 9.93733, 1.54571, 0, 0, 21.8895, 21.0088, 22131.5, 6886.17, 6886.17, 0, 136.009, 128, 4, 1, 1, 128, 1, 4, 8, 0.5, 1, 1, 1, 32.3386, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 21.682, 20.1645, 99.382, 116.602, 1160.41, 4, 73728, 0.589258, 0.850101, 0.787524, 1.26227, 0, 0, 0, 4.79485, 0.141782, 91.7895, 50, 10, 10, 0.0443848
65, 8388608, 1, 256, 512, 41.1723, 0.882415, 19.7256, 19.5251, 0.327558, 19.7256, 1.97182, 0, 0, 43.8196, 41.0647, 49658.7, 9320.36, 9320.36, 0, 234.282, 256, 4, 1, 1, 256, 2, 8, 8, 0.5, 1, 1, 1, 18.7737, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 43.3173, 39.2925, 211.717, 280.599, 1677.12, 2, 262144, 1.67095, 0.636314, 0.572212, 3.02726, 0, 0, 0, 4.96687, 0.283301, 89.3546, 50, 10, 10, 0.0180062
65, 8388608, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -3.02293e+276, 0, -1.93653e+272, -1.96682e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.45682e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.80463e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05126e-305, -inf, 1.69746e-304, -3.02293e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.93653e+275, -2.96308e+276, -2.94634e+276, -nan, 3.81251e-304, 1.90272e-304, -2.47749e+276, -3.02819e+267, -2.96308e+267, -1.13165e+267, 50, 10, 10, 1.62504e-41
65, 8388608, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -3.18415e+276, 0, -2.0373e+272, -2.06758e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.61804e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.96585e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.0513e-305, -inf, 1.69728e-304, -3.18415e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.0373e+275, -3.1243e+276, -3.10757e+276, -nan, 3.81251e-304, 1.90272e-304, -2.63871e+276, -3.18942e+267, -3.1243e+267, -1.21226e+267, 50, 10, 10, 1.97047e-40
65, 8388608, 1, 131072, 512, 51.3345, 1.08176, 17.5041, 16.6396, 0.356787, 17.5041, 25.6672, 0, 0, 42.2494, 45.3431, 39056.3, 723.491, 723.491, 0, 146.037, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 27.4803, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 12.3738, 12.3326, 2.93802, 3.47616, 5854.4, 256, 576, 0.0067582, 0.115138, 12.2656, 0.0344607, 0, 0, 0, 0.0776319, 0.000569443, 29.1002, 50, 10, 10, 68.263
65, 16777216, 1, 1, 512, 6.38979, 1.5328, 2.92125, 2.92125, 0.62161, 2.84693, 1.77227, 0, 0, 4.7434, 4.67713, 3094.6, 11179, 11179, 0, 216.229, 16, 32, 16, 1, 1, 8, 2, 16, 64, 32, 4, 1, 40.0839, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.67396, 4.51519, 12.0777, 13.154, 1171.81, 64, 4608, 0.042654, 0.988589, 1.92755, 0.142073, 0, 0, 0, 2.71493, 0.0408928, 93.8388, 50, 10, 10, 1.81266
65, 16777216, 1, 2, 512, 7.41852, 1.5328, 2.86512, 2.86512, 0.62161, 2.7854, 1.76808, 0, 0, 3.28355, 3.07709, 2142.2, 10536, 10536, 0, 170.453, 16, 32, 8, 1, 2, 8, 2, 16, 32, 16, 4, 1, 50.8486, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 3.21348, 2.89595, 24.1667, 26.3192, 582.359, 32, 9216, 0.0593886, 0.586437, 1.48301, 0.284147, 0, 0, 0, 7.84393, 0.118147, 86.1175, 50, 10, 10, 2.17857
65, 16777216, 1, 4, 512, 7.14041, 1.86235, 2.83293, 2.83293, 1.02238, 2.59802, 1.86441, 0, 0, 4.81889, 4.73653, 2587.54, 11029.8, 11029.8, 0, 186.753, 16, 16, 4, 1, 4, 2, 2, 16, 16, 16, 2, 1, 46.757, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.73746, 4.45094, 23.613, 24.6893, 1024.14, 32, 4608, 0.0469364, 1.08514, 1.79984, 0.268437, 0, 0, 0, 5.29464, 0.0402522, 90.0315, 50, 10, 10, 1.96704
65, 16777216, 1, 8, 512, 7.11137, 1.86235, 2.83115, 2.83115, 1.02238, 2.60008, 1.86293, 0, 0, 4.83823, 4.76511, 2597.92, 11040.8, 11040.8, 0, 186.85, 16, 16, 2, 1, 8, 1, 2, 16, 8, 16, 1, 1, 46.7326, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.75436, 4.46784, 23.6018, 24.6781, 1028.57, 32, 4608, 0.0469361, 1.07821, 1.79136, 0.268437, 0, 0, 0, 5.27348, 0.0400913, 90.0321, 50, 10, 10, 1.96032
65, 16777216, 1, 16, 512, 7.07483, 1.86235, 2.81156, 2.81156, 1.02238, 2.59491, 1.86518, 0, 0, 3.61533, 3.29219, 1941.28, 10545.4, 10545.4, 0, 157.324, 16, 16, 1, 1, 16, 1, 2, 16, 4, 8, 1, 1, 55.5032, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 3.52452, 2.95147, 47.2037, 49.3562, 539.405, 16, 9216, 0.0650801, 0.663921, 1.3648, 0.536874, 0, 0, 0, 14.1145, 0.107305, 78.4832, 50, 10, 10, 2.27326
65, 16777216, 1, 32, 512, 7.95909, 1.85681, 3.26346, 3.26346, 1.02238, 3.02652, 1.87297, 0, 0, 5.72647, 4.89408, 3084.03, 10456.4, 10456.4, 0, 146.158, 32, 8, 1, 1, 32, 1, 2, 16, 2, 1, 4, 1, 59.7434, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 5.61242, 4.46633, 94.4073, 98.7124, 391.618, 8, 18432, 0.1456, 0.778711, 0.922687, 1.07375, 0, 0, 0, 17.822, 0.135491, 75.9274, 50, 10, 10, 0.690129
65, 16777216, 1, 64, 512, 12.6348, 0.989068, 5.38927, 5.38927, 0.426063, 5.32649, 1.98364, 0, 0, 9.99977, 9.56259, 10110.3, 11130.2, 11130.2, 0, 178.607, 64, 16, 1, 1, 64, 1, 4, 16, 1, 1, 2, 1, 49.2515, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.82205, 9.06326, 49.691, 58.3012, 650.773, 16, 36864, 0.269713, 0.74217, 0.881459, 0.631134, 0, 0, 0, 5.24797, 0.15518, 90.0839, 50, 10, 10, 0.199187
65, 16777216, 1, 128, 512, 21.9648, 0.989068, 10.012, 10.0062, 0.426063, 10.012, 2.013, 0, 0, 22.578, 21.6784, 22827.6, 12688.9, 12688.9, 0, 220.054, 128, 8, 1, 1, 128, 1, 4, 16, 0.5, 1, 1, 1, 39.9751, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 22.3298, 20.8122, 99.382, 116.602, 1235.14, 8, 73728, 0.589258, 0.872532, 0.862837, 1.26227, 0, 0, 0, 4.64863, 0.137458, 91.8593, 50, 10, 10, 0.0642635
65, 16777216, 1, 256, 512, 41.3871, 0.989068, 19.7284, 19.5441, 0.426063, 19.7284, 2.1819, 0, 0, 58.5146, 56.6431, 59161.3, 15480.7, 15480.7, 0, 332.075, 256, 4, 1, 1, 256, 1, 8, 8, 0.5, 1, 1, 1, 26.49, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 57.9183, 54.8832, 198.764, 233.205, 2790.53, 4, 147456, 1.27819, 0.999073, 0.911621, 2.52454, 0, 0, 0, 3.58738, 0.106077, 93.6122, 50, 10, 10, 0.0253433
65, 16777216, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.39374e+276, 0, -2.16829e+272, -2.19858e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.82763e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.17544e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05135e-305, -inf, 1.69751e-304, -3.39374e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.16829e+275, -3.33389e+276, -3.31716e+276, -nan, 3.81251e-304, 1.90273e-304, -2.8483e+276, -3.39901e+267, -3.33389e+267, -1.31706e+267, 50, 10, 10, 8.39639e-42
65, 16777216, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.26476e+276, 0, -2.08768e+272, -2.11797e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.69865e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.04647e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05132e-305, -inf, 1.69752e-304, -3.26476e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.08768e+275, -3.20492e+276, -3.18818e+276, -nan, 3.81251e-304, 1.90273e-304, -2.71933e+276, -3.27003e+267, -3.20492e+267, -1.25257e+267, 50, 10, 10, 7.22059e-42
65, 16777216, 1, 262144, 512, 103.631, 3.20932, 29.5538, 28.1264, 0.536255, 29.5538, 51.8157, 0, 0, 83.2341, 89.3718, 25935.1, 1627.36, 1627.36, 0, 289.585, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 27.7164, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 20.9977, 20.9248, 5.73254, 6.27068, 10590.3, 256, 576, 0.0067582, 0.162956, 20.8331, 0.0660516, 0, 0, 0, 0.07736, 0.000289048, 25.0655, 50, 10, 10, 115.861
65, 33554432, 1, 1, 512, 9.48072, 1.5328, 4.43919, 4.41992, 0.62161, 4.43919, 2.25938, 0, 0, 4.53033, 4.33992, 2955.6, 21298.4, 21298.4, 0, 354.799, 16, 64, 16, 1, 1, 16, 4, 16, 128, 32, 4, 1, 48.8575, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.45435, 4.13682, 24.0805, 26.233, 1397.71, 64, 9216, 0.0593861, 0.626285, 2.66687, 0.284147, 0, 0, 0, 5.68523, 0.0856321, 89.8518, 50, 10, 10, 3.95786
65, 33554432, 1, 2, 512, 10.3383, 1.5328, 4.08143, 4.08143, 0.62161, 4.00171, 2.25518, 0, 0, 8.55124, 8.36176, 5578.85, 21318, 21318, 0, 346.207, 32, 32, 16, 1, 2, 8, 4, 16, 64, 16, 4, 1, 50.0701, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 8.47433, 8.15681, 24.1667, 26.3192, 1409.96, 64, 9216, 0.0992089, 1.23684, 2.1334, 0.284147, 0, 0, 0, 3.01196, 0.0453667, 94.5894, 50, 10, 10, 1.10671
65, 33554432, 1, 4, 512, 10.274, 1.5328, 4.08099, 4.08099, 0.62161, 3.99662, 2.25189, 0, 0, 8.5655, 8.37873, 5588.15, 21322.4, 21322.4, 0, 346.436, 32, 32, 8, 1, 4, 4, 4, 16, 32, 16, 2, 1, 50.037, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 8.48672, 8.16919, 24.1217, 26.2743, 1413.07, 64, 9216, 0.0992056, 1.22074, 2.11752, 0.284147, 0, 0, 0, 3.00694, 0.0452912, 94.5945, 50, 10, 10, 1.10544
65, 33554432, 1, 8, 512, 10.095, 1.86235, 4.04705, 4.04705, 1.02238, 3.81598, 2.41473, 0, 0, 15.3247, 15.2684, 8228.72, 22572.5, 22572.5, 0, 379.573, 32, 16, 4, 1, 8, 1, 4, 16, 16, 16, 1, 1, 46.0096, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 15.2287, 14.9422, 23.6018, 24.6781, 2547.11, 64, 4608, 0.0911672, 2.35206, 3.06522, 0.268437, 0, 0, 0, 1.66491, 0.0126574, 96.7737, 50, 10, 10, 0.996025
65, 33554432, 1, 16, 512, 10.0562, 1.86235, 4.02747, 4.02747, 1.02238, 3.81082, 2.41473, 0, 0, 9.01628, 8.66701, 4841.36, 21304.9, 21304.9, 0, 319.613, 32, 16, 2, 1, 16, 1, 4, 16, 8, 16, 1, 1, 54.641, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 8.83693, 8.26389, 47.2037, 49.3562, 1324.69, 32, 9216, 0.109312, 1.30086, 2.00173, 0.536874, 0, 0, 0, 5.65961, 0.0430268, 90.3903, 50, 10, 10, 1.15544
65, 33554432, 1, 32, 512, 10.061, 1.86235, 4.02109, 4.02109, 1.02238, 3.82677, 2.41703, 0, 0, 6.68862, 5.83352, 3591.5, 20773.9, 20773.9, 0, 292.178, 32, 16, 1, 1, 32, 1, 4, 16, 4, 8, 1, 1, 59.7716, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 6.48796, 5.34187, 94.4073, 98.7124, 749.585, 16, 18432, 0.1456, 0.778711, 1.47296, 1.07375, 0, 0, 0, 15.2583, 0.116001, 78.0953, 50, 10, 10, 1.2416
65, 33554432, 1, 64, 512, 13.3976, 1.85681, 5.68929, 5.68929, 1.02238, 5.49091, 2.42478, 0, 0, 12.204, 10.3188, 6572.54, 21039.6, 21039.6, 0, 292.221, 64, 8, 1, 1, 64, 1, 4, 16, 2, 1, 4, 1, 59.763, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 11.9417, 9.6495, 188.815, 197.425, 767.491, 8, 36864, 0.322333, 0.899538, 1.03794, 2.14749, 0, 0, 0, 16.7252, 0.127152, 78.0275, 50, 10, 10, 0.353858
65, 33554432, 1, 128, 512, 23.0469, 0.989068, 10.2503, 10.2431, 0.426063, 10.2503, 2.61989, 0, 0, 24.0216, 23.093, 24287.1, 23007.9, 23007.9, 0, 390.31, 128, 16, 1, 1, 128, 1, 8, 16, 1, 1, 2, 1, 45.0753, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 23.5736, 22.056, 99.382, 116.602, 1452.65, 16, 73728, 0.589258, 0.872532, 1.00772, 1.26227, 0, 0, 0, 4.36927, 0.129198, 91.5168, 50, 10, 10, 0.103112
65, 33554432, 1, 256, 512, 42.0701, 0.989068, 19.8113, 19.6768, 0.426063, 19.8113, 2.64919, 0, 0, 61.0744, 59.165, 61749.4, 28400.7, 28400.7, 0, 538.571, 256, 8, 1, 1, 256, 1, 8, 16, 0.5, 1, 1, 1, 32.6667, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 60.3966, 57.3614, 198.764, 233.205, 3021.52, 8, 147456, 1.27819, 1.0215, 0.99321, 2.52454, 0, 0, 0, 3.43702, 0.101631, 93.7464, 50, 10, 10, 0.0348077
65, 33554432, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90271e-304, 2.08601e-300, -2.59569e+276, 0, -1.66951e+272, -1.6998e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.04662e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.37739e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05115e-305, -inf, 1.69737e-304, -2.59569e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.66951e+275, -2.53584e+276, -2.5191e+276, -nan, 3.81249e-304, 1.90271e-304, -2.05695e+276, -2.60095e+267, -2.53584e+267, -9.74928e+266, 50, 10, 10, 4.79939e-41
65, 33554432, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90275e-304, 2.08601e-300, -4.03863e+276, 0, -2.57135e+272, -2.62371e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.47252e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.82033e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05152e-305, -inf, 1.6975e-304, -4.03863e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.57135e+275, -3.97878e+276, -3.96205e+276, -nan, 3.81253e-304, 1.90275e-304, -3.4932e+276, -4.0439e+267, -3.97878e+267, -1.6395e+267, 50, 10, 10, 1.2547e-41
65, 33554432, 1, 524288, 512, 215.801, 11.1369, 53.6765, 51.1607, 0.904984, 53.6765, 107.9, 0, 0, 165.203, 177.446, 14833.8, 3396.96, 3396.96, 0, 576.682, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 27.836, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 38.2625, 38.1265, 11.3216, 11.8597, 20206.5, 256, 576, 0.0067582, 0.272769, 37.9934, 0.129233, 0, 0, 0, 0.0772209, 0.00014563, 23.0122, 50, 10, 10, 211.057
65, 67108864, 1, 1, 512, 11.9131, 1.5328, 5.65538, 5.63611, 0.62161, 5.65538, 3.09113, 0, 0, 9.79454, 9.61641, 6389.98, 42844.6, 42844.6, 0, 715.233, 32, 64, 32, 1, 1, 16, 4, 32, 128, 16, 8, 1, 48.4726, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.7103, 9.39277, 24.0805, 26.233, 3040.61, 128, 9216, 0.0992027, 1.28105, 3.32163, 0.284147, 0, 0, 0, 2.62962, 0.039608, 95.2217, 50, 10, 10, 1.99519
65, 67108864, 1, 2, 512, 14.3609, 1.5328, 5.64266, 5.63542, 0.62161, 5.64266, 3.08291, 0, 0, 9.81944, 9.64214, 6406.22, 42867, 42867, 0, 715.744, 32, 64, 16, 1, 2, 8, 4, 32, 64, 16, 4, 1, 48.438, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.73471, 9.41719, 24.1667, 26.3192, 3048.83, 128, 9216, 0.0992089, 1.26069, 3.30206, 0.284147, 0, 0, 0, 2.62296, 0.0395075, 95.2086, 50, 10, 10, 1.99197
65, 67108864, 1, 4, 512, 14.2962, 1.5328, 5.63724, 5.63466, 0.62161, 5.63724, 3.07979, 0, 0, 9.84284, 9.66649, 6421.49, 42879.2, 42879.2, 0, 716.233, 32, 64, 8, 1, 4, 4, 4, 32, 32, 8, 4, 1, 48.405, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.75482, 9.4373, 24.1217, 26.2743, 3057.06, 128, 9216, 0.0992056, 1.23664, 3.27802, 0.284147, 0, 0, 0, 2.61672, 0.0394136, 95.2022, 50, 10, 10, 1.98925
